text,labels
tuy có nhan sắc vạn người chê nên làm gì cũng zui cũng tự tin cười,"[0, 7]"
làm công thì chấp nhận chỉ trách khách không ý tứ chứ quyền gì cấm nó đem mấy cái này vào có trách thì trách bản thân không có khả năng làm việc khác ngoài làm nhân viên vệ sinh,"[25, 26]"
vui thôi đừng vui quá làm ai cũng ngại,"[0, 25, 26]"
chau dung cam qua,"[8, 11]"
ánh sáng mà tôi có được đều là tôi tự đóng tiền điện mà ra,[7]
thương cho người mẹ quá nỗi đau tột cùng,"[21, 22]"
tôi rất tâm đắc câu những mối quan hệ độc hại đôi khi là những người trong nhà bạn,"[12, 11]"
học rmit thì chắc chắn là gia phả nhà nó giàu vcd rồi thế thì chọn thằng có tiền học bổng chứ còn gì nữa,[27]
tvnhinhi sau cơn mưa trời lại tạnh và hừng sáng mà em,[5]
hồi đó coi đến đoạn glenn chết tôi buồn quá đến nỗi bỏ phim không không thèm xem nữa vui,"[20, 21, 22, 0]"
các bạn xem phim cậu bé đặc biệt luôn nhé phim có diển viên này tham gia nói về cách giáo dục con cái cực hay chúc các bạn xem phim vui vẻ,[2]
admin đăng mà không nghi nguồn ở đâu ra đúng là ăn cắp bản quyền,[23]
còn thiếu nha việt nam còn là đất nước có loại gạo ngon nhất thế giới đấy vui,"[7, 0]"
ken nguyễn bắt được rồi bạn,[27]
giagia168 yes,[11]
ở việt nam một số người không giàu đơn thuần tiền của họ không biết từ đâu ra nên khi lập sân sau họ có thể chơi trò này,[27]
rồi chính phủ bọn họ sẽ có cách giải quyết thôi đi lên từ đống tro tàn ăn 2 quả nấm mà vẫn sống và phát triển thần kỳ thì vấn đề dân số chắc chắn họ sẽ làm được,[5]
bao nhiêu đồ từ thiện gui đi mà mọi ngvẫn thiếu họ ở vùng nào hả bạn ơi,"[21, 14]"
thích hôn thèm hôn ư ư,"[4, 3]"
tôi định thả sad nhưng đọc bình luận buồn cười vailon nên thả cười anh vậy,[2]
đi tù thôi các cháu,[23]
mình tu nguyen thuận phạm quan trọng đồng nghiệp có hợp phong thuỷ với mình hay không hâhhah,[2]
hồi trước nghe câu gái ham tài trai ham sắc nên cố học hành cho nó ham ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng,"[20, 21, 12]"
dume sự nghiệp vứt đi đâu,[27]
nguyễn sin clm sao đống cuc nào cũng có nó,[25]
yé yéeeeeee,"[3, 1]"
đcm ngôn tình vãiiii,"[24, 23, 25]"
rồi duong cũng chết,"[21, 22]"
nội là nhất hok ai làm như vậy đau,"[11, 8]"
ngoài ra còn một số cái buồn nữa không giải quyết kịp thời thì,[21]
đợi chết mới truy tố hả gì,"[24, 25]"
thật tình là rất xin lỗi anh ở trong video hi vọng sẽ gặp đuợc anh để xin lỗi và tạ tội với anh thật ra hộp quà trong video là của con lol per với người yêu nó tặng nhau dịp sinh nhật híccc,[21]
cho nó đi trồng lại 10 ha và chăm sóc cho tới khi cây lớn bằng núc chúng nó bơm chết,"[23, 24]"
tại mình thử hết rồi vui nên cậu nói thế thì mình bình luận thôi vui,"[0, 27]"
thay vì ngồi tiêu cực thì hãy chọn lọc cách hoàn thiện bản thân i các cô nương oiii các bạn không hề xấu đâu,"[5, 3, 6]"
hối hận khi lấy sai người 8 năm chung sống đồng cam cộng khổ cuối cùng cũng bị cắm sừng vũ phu buồn buồn,"[18, 21, 22, 20]"
chúc 2 vậy c được nhiều mạnh thường quân giúp đỡ,"[6, 4]"
per võ công thâm hậu quá,[8]
mới đây thôi mà đa 3 năm rồi những ngày chia tay buồn đó buồn,[21]
giờ nín ngay không việc gì phải khóc,"[24, 25]"
nói tới quánh bài nhớ ngày xưa trên lớp hồi tết chơi tiến lên với xì dách bị giáo viên bắt,[2]
mới yêu thôi nhá yêu lâu rồi chán nhau rồi á thử xem đường đứa nào đứa đấy đi,[27]
học chán phèo chả có gì đáng nhớ,[21]
công nhận ngầu thật,[2]
bây giờ gái nó chỉ cần bông hoa đồng tiền ném vào mặt nó để nó ăn tiêu chứ nó cần gì cái cây lu miên này,[23]
cái đáng nói là chủ không có thương dòm em husky này ốm nhom mắt lờ đờ thấy tội lắm,[21]
cẩn thận mày lại có cháu sớm,[0]
phú thọ tởm quá,[23]
hành động đẹp,"[8, 11]"
hút ít thôi và hãy chích nhiều hơn,"[25, 23]"
còn các bạn đặt bánh của mình toàn gửi cho người yêu chắc câu chuyện này còn buồn hơn buồn,"[20, 21]"
thì ông già đó kiệt rồi sao có con được nx joke,[0]
con này bán kem bôi não xóa bỏ nếp nhăn khiến não láng mịn,[23]
như nó không phải là tình yêu khi đã là tình yêu thì không gì đánh đổi nó cả con gái kỳ lạ chỗ đó,"[20, 21, 14]"
tôi thấy tự ti lắm ý nhiều khi không hiểu sao 1 người 6 như tôi lại có thể được tồn tại buồn,"[19, 21]"
xưa rồi diễm ngày nay họ thành sói mắt trắng rồi,[23]
hồi bé có quan điểm riêng nhưng luôn bị bố mẹ mắng nên giờ lớn ròi không có quan điểm riêng và không biết cách phản biện như nào luôn buồn,"[21, 18, 20]"
búng chả ngon nó ngon hay là không ngon,"[14, 27]"
cười cứ lên xuống thấp thỏm kìa,[2]
cái này giống như bị bệnh mà sao thấy ai cũng chửi hết vậy chắc chỉ đọc tiêu đề,"[15, 20, 25]"
năm nay được nhận hoa và được ngồi nhìn người ta hạnh phúc,"[20, 21, 8]"
kinh dị thật nhìn ngu vãi,"[23, 25]"
bị hở hàm ếch lúc nào cũng tự ti,"[21, 19]"
cầu mong khi thằng này ăn cơm chính phủ rồi mong sau mấy anh em trong đó dạy dỗ cho nó nhớ đời là được rồi,"[24, 20]"
nhìn mặt là cười phọt rồi,[0]
đồ điên,"[24, 25]"
chị giang ơi chị mua maccara của hãng nào vậy giá bao nhiêu vậy c em thích vẽ mắt như chị nhưng mà maccara cứ bị nhoè thôi,"[14, 8]"
3 cách em thường làm khi bị stress là ăn hoặc uống một món gì đó thật ngon nhưng trước giờ không dám vì tiếc tiền khóc bù lu bù loa xong rồi đi ngủ cuối cùng là combo dọn dẹp nhà cửa phòng ốc quần áo tắm gội,"[0, 2, 10]"
trần lan vag,[27]
tao thầy mày cười hí hửng vại mà,"[25, 0]"
ngại giao tiếp với giao tiếp kém cười,[19]
bác nói vậy thì tao cũng quì,"[24, 25]"
cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá nhìn thèm ứ chịu được buồn buồn buồn,"[0, 4]"
vũ đại hải vào hóng hớt đường phố mà xem ai sai nhé rồi bênh,"[14, 25]"
cố gắng đi gần người ta 1 xíu rồi lướt qua nhau như 1 cơn gió,[27]
đọc mà không cầm được nước mắt chứ không can đảm xem video buồn thương và xót xa cho mảnh đời bất hạnh của các con quá mong cho các con sẽ được bảo vệ cầu mong cho các con luôn được bình an và có của các con sau này sẽ được bù đắp buồn,"[6, 21, 22]"
seeding bình luận là gì vậy mọi người,"[14, 15]"
đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết buồn,[24]
có hình ảnh rõ ràng kiện chúng nó tội quấy rối đi mịe cái lũ khốn kiếp hay ho lắm cái trò dơ bẩn,[25]
thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm thứ hoàng thượng dâm tà,"[23, 24]"
conellro883 nên dành nhiều thời gian hơn cho gia đình,"[6, 11]"
vutienhao8386 đúng rồi em ơi không phải của mình cố chấp chỉ mình đau lòng thôi,[21]
tin vui cho bà con nông dân chuân bi vào ngày gặt lúa sắp tới,[2]
thứ con gái hư đốn mày không sợ xã hội dị nghị à,[23]
muốn share về mà sợ bị bạn nè phẫn nộ quá,[16]
người ta đã phải bỏ tiền bỏ sức ra mới có bữa cơm từ thiện nhân viên mà còn có những người vô ý thức như vậy,"[20, 23]"
xuhuong ik đổi tên,[11]
lê đình tài chúc ác với người dân xung quanh thì có dân chết nhiều thì quan tài nhà nó mới đắt chứ,"[23, 24]"
5 năm thì có vẻ hơi sớm tao chỉ ước sau này có người thích được phiêu du như gia đình người ta thôi,"[4, 10]"
tôm này vào là nó diệt hết tôm bản địa luôn,[27]
nhớ,[21]
ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu,"[26, 24]"
có loại này tồn tại ở đây à,"[13, 14]"
thật kinh hoàng,"[16, 23]"
chụp xong về chia tay ráng chịu vui,"[0, 20]"
rất vui mừng khi ông ấy rời việt nam an toàn tuyệt đối,[2]
đắt quá thôi không ly hôn nữa,[0]
bọn báo đời sookvat thể hiện và hậu quả làm mất đi 1 sinh mạng của 1 người con ngoan 1 người bạn tốt theo như ls hà là có thể định mức tội chúng nó vào tội gie tnguoi đi 7 15 năm cứ cho kịch khung đi 15 năm đi cho biết đhs vụ này làm mình cay vl,"[22, 25, 23]"
uyển nhã kỳ bà chịu khó xem tới cuối phim ghê nuốt không nổi bộ phim nên bỏ về luôn,"[25, 23]"
cho xin địa chỉ để gửi ít đồ cho chị ấy,"[14, 6]"
ở tù xong ra củng ngựa quen đường cũ à nhìn mặt hiểu rồi,"[24, 26]"
malaca102 đúng bác ạ thuận theo tự nhiên thôi,"[11, 5, 10]"
quá sàm,"[23, 25]"
cố gắng lên con xung quanh ta nhiều người tốt nha con yêu thương yêu thương yêu thương yêu thương,"[2, 5, 6, 3]"
sau khi đi xem vê f 3 và đã chốt,[27]
ai cho chụp hình khách khi khách không đồng ý kiện chết mợ tài xế đi c vui,"[24, 25]"
nhà tao có nhưng nó rỉ sét hết rồi buồn,[21]
giấc mơ duy nhất trở thành hiện thực,[0]
tiền nhiều để làm gì khi tình không còn,[21]
tự hào khi được làm con dân việt nam,[7]
bạn thân này mang vào sở thú nha,"[0, 1]"
ghê thật,[23]
đừng đi đa khoa bệnh viện trung quốc co bệnh gì cứ vô thẳng bệnh viện lớn nhà nước đó là câu của bác sĩ bệnh viện lớn nói với em đa khoa này cũng ăn em gần 40tr,[24]
ivankaquynh true peace comes from letting go without needing to erase or block anything,"[11, 12, 5]"
đường trên 1 nước việt nam có nhiều lươn nhất thế giới,"[0, 7]"
đúng là cái thứ vô học,[23]
kinh dị vãi,[23]
vì thế giới này nhiều khổ đâu nên ta mới thấy lòng tốt của con người,"[12, 21, 5]"
ngày tao chia tay tao khóc quá trời luôn,[21]
trời ơi tin được không,[13]
ai cũng bắt đầu từ đâu đó mà,"[5, 6]"
những người thả phẫn nộ xứng đáng là thiên thần dăm ba cái yêu đương vớ vẩn anh buồn hu,[21]
đó là lý do tao chỉ muốn điện thoại là phương tiện liên lạc không phảu phương tiện chứa đựng bí mật,"[4, 25]"
trả có gì phải hối hận vì những thứ mình làm sẽ bình thường nó không như ý như vẫn làm,"[12, 21]"
mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé đừng chen đẩy kiểu bố láo thằng đẩy tao đã bị xơi cùi trỏ rồi đấy,[27]
per nghe đồn mày yêu mèo mà sao mày không đáng yêu vui,[15]
phạm mỹ quyên jr sai là đánh ở đó về đồn thì không biết,"[24, 26, 25]"
không phải thích của cải mà là thích ý chí của họ đàn ông có chí tiến thủ bao giờ cũng quyến rũ,[2]
sốc và hối hận tôi đọc mà tôi ứa gan á đú cho cố vô giờ thanh mình là có ai quen không sống chi cho chật đất vậy,"[20, 26]"
mình đéo làm nhé bạn,"[24, 23]"
cái lò xô ngày xưa ma,[12]
chúng mày có thể bỏ ra 30s thả tim vào avatar coi như lì xì muộn cho tao được không chưa bao giờ được 30 tim buồn vậy lol buồn buồn buồn buồn,"[20, 21, 0]"
nó quan tâm mày thì mày đừng vội mừng là nó thích mày nó chơi chán rồi nó bỏ thôi,"[20, 25]"
phạm hữu nghĩa đọc mà còn biết né mấy thằng đó ra đó anh vui,[0]
cười ảo tưởng,[2]
tôi thề mỗi lần dọn phòng sinh nhật này thì banh kem pháo kim tuyến đủ các thứ khóc mà bụt nó đéo lên,[25]
ướp đông lạnh luôn à,[27]
nghe mà xót xa,"[21, 22]"
death game thật sự là một trong những bộ phim ý nghĩa nhất mà mình từng xem bộ phim khiến mình suy ngẫm rất nhiều về cuộc sống và những hy sinh thầm lặng của mẹ sau khi chứng kiến nhân vật chính phải sống cuộc đời của mẹ mình mình mới thực sự hiểu được những nỗi lo áp lực và tình yêu vô điều kiện mà mẹ đã dành cho con cái đôi khi chỉ khi đặt mình vào vị trí của người khác mình mới có thể hiểu được tâm tư và suy nghĩ của họ một trải nghiệm xúc động và sâu sắc,"[8, 12, 3]"
diễm hồng mày coi video nảy tôi gắn mày chưa ác ôn thiệt chứ con người ta mang nặng đẻ đau gửi cũng trả tiền mà đánh con người ta ớn lắm,"[24, 23]"
ôi thôi cưng quá vậy,"[3, 6, 2]"
per hẳn là hôm đi chợ bông chắc sẽ có nhìu đứa gét,[23]
𝙲𝚘𝚘𝐤𝐢𝚎 đúng vậyyyyyy,"[11, 2]"
chủ động nói chuyện nhắn tin khi có time nhưng đời không như mơ,"[20, 21]"
thật ra thì em nghĩ là sẽ dễ hơn ở giai đoạn mình bắt đầu đi làm ạ,"[12, 5]"
thế giới này thật đáng sợ chán,"[16, 20]"
mất dậy quá,[21]
david laid cbum,[11]
ummm,[11]
đẻ sao mà cu con đẹp quá vậy trời vui,[2]
theanh28 entertainment sợ quá mới hóng được ảnh với vjde 0 cận cảnh trên phóng sự đường phố 24 7 sợ hãi,"[1, 16, 13]"
tự tin lên,[5]
nguyễn trọng nhân 1 năm làm 20 tỷ thì thuê sao được,"[25, 26]"
đây là hội à mày làm tao phải lên good game tra sao lại đông người thế vui,"[1, 14, 13]"
thời gian không thể quay lại nữa,[18]
yêu thương yêu thương yêu thương vui vui vui,"[0, 1, 2]"
hay lắm,[2]
mọi người bình tĩnh thật ra tên họ với công việc ảnh nói cho có thôi chứ nghề chính của ảnh là cshs á vui,"[0, 2]"
nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật,[27]
anhkhoa nguyen tôi khen nhẹ c vợ chứ tôi có bảo ông chồng đúng đâu mà bác sồn lên thế,"[25, 26]"
đi tù thôi các cháu,"[25, 24]"
em cảm ơn chị nửa đêm em không ngủ được vì cứ nghĩ đến những điều tiêu cực nhưng sau khi xem xong vid của chị em cảm thấy tốt hơn rất nhiều rồi ạ em thật sự cảm ơn chị,"[9, 10]"
đã từng buồn,"[12, 21]"
mai chơi trò hứng nước mà nóng quá chắc chơi vầy luôn,[27]
và ông đã có nỗi buồn mới thay vì buồn thất tình,[21]
nợ nần tiền bạc trước giờ điều lo làm việc thật chăm chỉ gia đình chăn nuôi thô lỗ thành ra nợ nần mối tình 3 năm vừa mới chia tay giờ như muốn sụp đổ vậy hok biết phải làm như thế nào luôn,"[17, 18]"
